WBSELEMENT,TASK,DESCRIPTION,VALID_TO,VALID_FROM,HDR_Material,HDR_VALID_TO,HDR_VALID_FROM,ITM_Material,ITM_VALID_TO,ITM_VALID_FROM,LABOR_TYPE_DESCRIPTION
R-010020122.0019,RSSOLVE,ESRS IP SOLUTION 2 0,20161030,20250331,,,,,,,
R-010020122.0019,RSSERVCON,SAP PLM NEW APP,20161030,20250331,,,,,,,
R-010020122.0019,RSSAC,MULTITERM,20161030,20250331,,,,,,,
R-010020122.0019,RSESRS IPSOL,EMPLOYEE AVAILABILITY SYSTEM,20161030,20250331,,,,,,,
R-010020122.0019,RSESRS IP SO,LTA,20161030,20250331,,,,,,,
R-010020122.0019,RSESRS, GAMS,20161030,20250331,,,,,,,
R-010020122.0019,RSEMPLOYEEAS,EMC REMOTE,20161030,20250331,,,,,,,
R-010020122.0019,RSEMPLOYEE A,G11N DASHBOARD,20161030,20250331,,,,,,,
R-010020122.0019,RSEMC REMOTE,CONNECTEMC,20161030,20250331,,,,,,,
R-010020122.0019,RSCONNECTEMC,CLM,20161030,20250331,,,,,,,
R-010020122.0019,RSCLM,CCA5,20161030,20250331,,,,,,,
R-010020122.0019,RSCCA5,RAMP,20161030,20250331,,,,,,,
R-010020122.0019,RAMP,SPS,20161030,20250331,,,,,,,
R-010020122.0019,PWD PORTAL,ESTORE,20161030,20250331,,,,,,,
R-010020122.0019,PRMSPS,RPQ,20161030,20250331,,,,,,,
R-010020122.0019,PRMRPQ,REQPRO,20161030,20250331,,,,,,,
R-010020122.0019,PRMREQPRO,PROCHAIN ENTERPRISE,20161030,20250331,,,,,,,
R-010020122.0019,PRMPCENTR,OPT,20161030,20250331,,,,,,,
R-010020122.0019,PRMOPT,LIVE CONTENT ARCHITECT,20161030,20250331,,,,,,,
R-010020122.0019,PRMLCA,EMC CALLER,20161030,20250331,,,,,,,
R-010020122.0019,PRMECALR,CENTERA PARTNER DB,20161030,20250331,,,,,,,
R-010020122.0019,PRMDECISN,ESA,20161030,20250331,,,,,,,
R-010020122.0019,PRMCPDB,CLEARQUEST,20161030,20250331,,,,,,,
R-010020122.0019,PRMCLRQST,PMODB,20161030,20250331,,,,,,,
R-010020122.0019,PMO,PROJECT MGMT ADMIN,20161030,20250331,,,,,,,
R-010020122.0019,PMADM,PASSWORD PORTAL,20161030,20250331,,,,,,,
R-010020122.0019,PASSWORDPORT,ORACLE FUSION,20161030,20250331,,,,,,,
R-010020122.0019,ORCFUS,OLS,20161030,20250331,,,,,,,
R-010020122.0019,OLS,EXPORT COMPLIANCE TRADESPHERE,20161030,20250331,,,,,,,
R-010020122.0019,MFGXPTCMPTRD,WEB SURVEY TOOL,20161030,20250331,,,,,,,
R-010020122.0019,MFGWBSRVTL,WEBLOG,20161030,20250331,,,,,,,
R-010020122.0019,MFGWBLOG,STOCK OUT WEB,20161030,20250331,,,,,,,
R-010020122.0019,MFGSTKOTWB,PRINT LABEL FRANKLIN,20161030,20250331,,,,,,,
R-010020122.0019,MFGPTLBLFK,PRINT LABEL CORK,20161030,20250331,,,,,,,
R-010020122.0019,MFGPTLBLCK,PRINT LABEL APEX,20161030,20250331,,,,,,,
R-010020122.0019,MFGPTLBLAP,OPS PLANNING,20161030,20250331,,,,,,,
R-010020122.0019,GAEMCLGL,EINSTEIN,20161030,20250331,,,,,,,
R-010020122.0019,CPIESRVPDPG,ESERVICE CHAT,20161030,20250331,,,,,,,
R-010020122.0019,CPIESRVCHT,ESERVICE ATTACHMENTS,20161030,20250331,,,,,,,
R-010020122.0019,CPIESRVATCH,CAPTIVA SCANNER LIBRARY NEW APP,20161030,20250331,,,,,,,
R-010020122.0019,CPICSLIB,CAPTIVA SCANNER DRIVER WEB,20161030,20250331,,,,,,,
R-010020122.0019,CPICSDRVWB,ESG KNOWLEDGEBASE,20161030,20250331,,,,,,,
R-010020122.0019,CPI2SESGKB,ESGKB ANUBIS DOCBASE,20161030,20250331,,,,,,,
R-010020122.0019,CPI2PWRLNK,ELAB NAVIGATOR,20161030,20250331,,,,,,,
R-010020122.0019,CPI2ESGKBAN,ESERVICES,20161030,20250331,,,,,,,
R-010020122.0019,CPI2ESERVCS,EMC COM,20161030,20250331,,,,,,,
R-010020122.0019,CPI2EMCCOM,WIKI,20161030,20250331,,,,,,,
R-010020122.0019,CKMWIKI,WCMPROD,20161030,20250331,,,,,,,
R-010020122.0019,CKMWCMPROD,WEBTOP,20161030,20250331,,,,,,,
R-010020122.0019,CKMWBTOP,INSIDEEMC,20161030,20250331,,,,,,,
R-010020122.0019,CKMINSIDEEMC,EROOM EST,20161030,20250331,,,,,,,
R-010020122.0019,CKMEROOM,EDGE,20161030,20250331,,,,,,,
R-010020122.0019,CKMEMCONE,CAPTIVA,20161030,20250331,,,,,,,
R-010020122.0019,CKMEDGE,ECN EMC COMMUNITY NETWORK EST,20161030,20250331,,,,,,,
R-010020122.0019,CKMECN,DEPLOY SUPPORT DOCBASE,20161030,20250331,,,,,,,
R-010020122.0019,CKMDSDOCB,DM NOTES,20161030,20250331,,,,,,,
R-010020122.0019,CKMDMNOTS,CM A CENTERSTAGE,20161030,20250331,,,,,,,
R-010020122.0019,CKMCMACS,CHANNEL EMC WEBSITE,20161030,20250331,,,,,,,
R-010020122.0019,CKMCEMCWB,ART,20161030,20250331,,,,,,,
R-010020122.0019,ART,UPD,20161030,20250331,,,,,,,
R-010020122.0019,AMUPD,TRISOFT,20161030,20250331,,,,,,,
R-010020122.0019,AMTRISOFT,TOPIC,20161030,20250331,,,,,,,
R-010020122.0019,AMTOPIC,TMS,20161030,20250331,,,,,,,
R-010020122.0019,AMTMS,SPEED,20161030,20250331,,,,,,,
R-010020122.0019,AMSPEED,SLK,20161030,20250331,,,,,,,
R-010020122.0019,AMSLK,SAP PLM NEW APP,20161030,20250331,,,,,,,
R-010020122.0019,AMSAPPLM,MULTITERM,20161030,20250331,,,,,,,
R-010020122.0019,AMMULTRM,LTA,20161030,20250331,,,,,,,
R-010020122.0019,AMLTA,GAMS,20161030,20250331,,,,,,,
R-010020122.0019,AMGAMS,ESTORE,20161030,20250331,,,,,,,
R-010020122.0019,AMG11ND,ACCOUNT PORTAL,20161030,20250331,,,,,,,
R-010020122.0019,AMESTORE,ESA,20161030,20250331,,,,,,,
R-010020122.0019,AMESA,EOM PORTAL,20161030,20250331,,,,,,,
R-010020122.0019,AMEOMP,ELMS PORTAL,20161030,20250331,,,,,,,
R-010020122.0019,AMELMSP,ELMS 3 X,20161030,20250331,,,,,,,
R-010020122.0019,AMELMS,ELAB NAVIGATOR,20161030,20250331,,,,,,,
R-010020122.0019,AMELABNAV,CAPTIVA,20161030,20250331,,,,,,,
R-010020122.0019,AMCAPTIVA,ACCOUNT PORTAL,20161030,20250331,,,,,,,
R-010020122.0019,ACC PORTAL,SERVICE CLOUD,20161030,20250331,,,,,,,
R-010020122.0019,CPIISSTRCK,ESERVICE PRODUCT PAGE,20161030,20250331,,,,,,,
R-010020122.0019,GAEINSTN,DSOP,20161030,20250331,,,,,,,
R-010020122.0019,GADSOP,CRISIS MANAGEMENT WEBSITE,20161030,20250331,,,,,,,
R-010020122.0019,GACRMGMTWB,CPI,20161030,20250331,,,,,,,
R-010020122.0019,GACRFSTFND,ELMS PORTAL,20161030,20250331,,,,,,,
R-010020122.0019,GACPI,CORK WEBSITE,20161030,20250331,,,,,,,
R-010020122.0019,GACORKWB,CLOCKWISE,20161030,20250331,,,,,,,
R-010020122.0019,GACLKW,CLASSIC ORG CHART,20161030,20250331,,,,,,,
R-010020122.0019,GACLASSIC OR,BRIDGEWAY SUITE ECOUNSEL SECRETARIAT,20161030,20250331,,,,,,,
R-010020122.0019,GACCI,ELMS 3 X,20161030,20250331,,,,,,,
R-010020122.0019,GABRDGSUT,ATS,20161030,20250331,,,,,,,
R-010020122.0019,GAATS,ARCHIBUS,20161030,20250331,,,,,,,
R-010020122.0019,GAARCHIBUS,ADP JOBS,20161030,20250331,,,,,,,
R-010020122.0019,GAADPJBS,ACR,20161030,20250331,,,,,,,
R-010020122.0019,GAACR,ORACLE 11I APPLICATIONS SALES CREDITS,20161030,20250331,,,,,,,
R-010020122.0019,FMSALESCREDI,ORACLE 11I INCENTIVE COMPENSATION OIC,20161030,20250331,,,,,,,
R-010020122.0019,FMOIC,GET PAID,20161030,20250331,,,,,,,
R-010020122.0019,FMGETPAID,DMS,20161030,20250331,,,,,,,
R-010020122.0019,FMDMS,CMC,20161030,20250331,,,,,,,
R-010020122.0019,FMCMC,ACE,20161030,20250331,,,,,,,
R-010020122.0019,FMACE,ENTERPRISE SEARCH SERVICES,20161030,20250331,,,,,,,
R-010020122.0019,ESS,EMC ME,20161030,20250331,,,,,,,
R-010020122.0019,CPILOVADMTL,ISSUE TRACKER,20161030,20250331,,,,,,,
R-010020122.0019,CPINGOE,LOV ADMIN TOOL,20161030,20250331,,,,,,,
R-010020122.0019,CPIPAWS,NGOE MUP,20161030,20250331,,,,,,,
R-010020122.0019,CPIPIT,PAWS,20161030,20250331,,,,,,,
R-010020122.0019,CPIPRIMUS,PIT,20161030,20250331,,,,,,,
R-010020122.0019,CSMABQS,PRIMUS,20161030,20250331,,,,,,,
R-010020122.0019,CSMFALCON,ABQS,20161030,20250331,,,,,,,
R-010020122.0019,CSMGMDBP,FALCON,20161030,20250331,,,,,,,
R-010020122.0019,CSMMRM,GLOBAL MARKETING DATABASE PORTAL,20161030,20250331,,,,,,,
R-010020122.0019,CSMONTRK,MARKETING RESOURCE MANAGEMENT,20161030,20250331,,,,,,,
R-010020122.0019,CSMOSCR,ONTRACK,20161030,20250331,,,,,,,
R-010020122.0019,CSMPWRSTRG,OSCAR,20161030,20250331,,,,,,,
R-010020122.0019,CSMSLSFORC,POWERSTEERING LEAN SIX SIGMA,20161030,20250331,,,,,,,
R-010020122.0019,CSOPR,EMC SALESFORCE COM EST,20161030,20250331,,,,,,,
R-010020122.0019,CSRSO 2.0 (E,OPR APPLICATION,20161030,20250331,,,,,,,
R-010020122.0019,EISMERCINT,RSO 2 0 EST,20161030,20250331,,,,,,,
R-010020122.0019,EISPAINT,MERCATOR INTERFACES,20161030,20250331,,,,,,,
R-010020122.0019,EISSPINT,PARTNER AUTOMATION WEBMETHODS,20161030,20250331,,,,,,,
R-010020122.0019,EISSPRNGINT,SUPPLYNET WEBMETHODS,20161030,20250331,,,,,,,
R-010020122.0019,EISUB2BINT,EIS SPRING INTERFACES,20161030,20250331,,,,,,,
R-010020122.0019,EMCME,UNISYS B2B MERCATOR INTERFACES,20161030,20250331,,,,,,,
R-010020122.0021,CSMGMDBP,FALCON,20161030,20250331,,,,,,,
R-010020122.0021,CSMFALCON,ABQS,20161030,20250331,,,,,,,
R-010020122.0021,CSMABQS,PRIMUS,20161030,20250331,,,,,,,
R-010020122.0021,CPIPRIMUS,PIT,20161030,20250331,,,,,,,
R-010020122.0021,CPIPIT,PAWS,20161030,20250331,,,,,,,
R-010020122.0021,CPIPAWS,NGOE MUP,20161030,20250331,,,,,,,
R-010020122.0021,CPINGOE,LOV ADMIN TOOL,20161030,20250331,,,,,,,
R-010020122.0021,CPILOVADMTL,ISSUE TRACKER,20161030,20250331,,,,,,,
R-010020122.0021,CPIISSTRCK,ESERVICE PRODUCT PAGE,20161030,20250331,,,,,,,
R-010020122.0021,CPIESRVPDPG,ESERVICE CHAT,20161030,20250331,,,,,,,
R-010020122.0021,CPIESRVCHT,ESERVICE ATTACHMENTS,20161030,20250331,,,,,,,
R-010020122.0021,CPIESRVATCH,CAPTIVA SCANNER LIBRARY NEW APP,20161030,20250331,,,,,,,
R-010020122.0021,CPICSLIB,CAPTIVA SCANNER DRIVER WEB,20161030,20250331,,,,,,,
R-010020122.0021,CPICSDRVWB,ESG KNOWLEDGEBASE,20161030,20250331,,,,,,,
R-010020122.0021,CPI2SESGKB,ESGKB ANUBIS DOCBASE,20161030,20250331,,,,,,,
R-010020122.0021,CSMMRM,GLOBAL MARKETING DATABASE PORTAL,20161030,20250331,,,,,,,
R-010020122.0021,CSMONTRK,MARKETING RESOURCE MANAGEMENT,20161030,20250331,,,,,,,
R-010020122.0021,CSMOSCR,ONTRACK,20161030,20250331,,,,,,,
R-010020122.0021,CSMPWRSTRG,OSCAR,20161030,20250331,,,,,,,
R-010020122.0021,CSMSLSFORC,POWERSTEERING LEAN SIX SIGMA,20161030,20250331,,,,,,,
R-010020122.0021,CSOPR,EMC SALESFORCE COM EST,20161030,20250331,,,,,,,
R-010020122.0021,CSRSO 2.0 (E,OPR APPLICATION,20161030,20250331,,,,,,,
R-010020122.0021,EISMERCINT,RSO 2 0 EST,20161030,20250331,,,,,,,
R-010020122.0021,EISPAINT,MERCATOR INTERFACES,20161030,20250331,,,,,,,
R-010020122.0021,EISSPINT,PARTNER AUTOMATION WEBMETHODS,20161030,20250331,,,,,,,
R-010020122.0021,EISSPRNGINT,SUPPLYNET WEBMETHODS,20161030,20250331,,,,,,,
R-010020122.0021,EISUB2BINT,EIS SPRING INTERFACES,20161030,20250331,,,,,,,
R-010020122.0021,EMCME,UNISYS B2B MERCATOR INTERFACES,20161030,20250331,,,,,,,
R-010020122.0021,ESS,EMC ME,20161030,20250331,,,,,,,
R-010020122.0021,FMACE,ENTERPRISE SEARCH SERVICES,20161030,20250331,,,,,,,
R-010020122.0021,CPI2ESGKBAN,ESERVICES,20161030,20250331,,,,,,,
R-010020122.0021,AMCAPTIVA,ACCOUNT PORTAL,20161030,20250331,,,,,,,
R-010020122.0021,AMELABNAV,CAPTIVA,20161030,20250331,,,,,,,
R-010020122.0021,AMELMS,ELAB NAVIGATOR,20161030,20250331,,,,,,,
R-010020122.0021,AMELMSP,ELMS 3 X,20161030,20250331,,,,,,,
R-010020122.0021,AMEOMP,ELMS PORTAL,20161030,20250331,,,,,,,
R-010020122.0021,AMESA,EOM PORTAL,20161030,20250331,,,,,,,
R-010020122.0021,AMESTORE,ESA,20161030,20250331,,,,,,,
R-010020122.0021,AMGAMS,ESTORE,20161030,20250331,,,,,,,
R-010020122.0021,AMLTA,GAMS,20161030,20250331,,,,,,,
R-010020122.0021,AMMULTRM,LTA,20161030,20250331,,,,,,,
R-010020122.0021,AMSAPPLM,MULTITERM,20161030,20250331,,,,,,,
R-010020122.0021,AMSLK,SAP PLM NEW APP,20161030,20250331,,,,,,,
R-010020122.0021,AMSPEED,SLK,20161030,20250331,,,,,,,
R-010020122.0021,AMTOPIC,TMS,20161030,20250331,,,,,,,
R-010020122.0021,AMTRISOFT,TOPIC,20161030,20250331,,,,,,,
R-010020122.0021,CPI2ESERVCS,EMC COM,20161030,20250331,,,,,,,
R-010020122.0021,CPI2EMCCOM,WIKI,20161030,20250331,,,,,,,
R-010020122.0021,CKMWIKI,WCMPROD,20161030,20250331,,,,,,,
R-010020122.0021,CKMWCMPROD,WEBTOP,20161030,20250331,,,,,,,
R-010020122.0021,CKMWBTOP,INSIDEEMC,20161030,20250331,,,,,,,
R-010020122.0021,CKMINSIDEEMC,EROOM EST,20161030,20250331,,,,,,,
R-010020122.0021,CKMEROOM,EDGE,20161030,20250331,,,,,,,
R-010020122.0021,CKMEDGE,ECN EMC COMMUNITY NETWORK EST,20161030,20250331,,,,,,,
R-010020122.0021,AMUPD,TRISOFT,20161030,20250331,,,,,,,
R-010020122.0021,ART,UPD,20161030,20250331,,,,,,,
R-010020122.0021,CKMCEMCWB,ART,20161030,20250331,,,,,,,
R-010020122.0021,CKMCMACS,CHANNEL EMC WEBSITE,20161030,20250331,,,,,,,
R-010020122.0021,CKMECN,DEPLOY SUPPORT DOCBASE,20161030,20250331,,,,,,,
R-010020122.0021,CKMDSDOCB,DM NOTES,20161030,20250331,,,,,,,
R-010020122.0021,CKMDMNOTS,CM A CENTERSTAGE,20161030,20250331,,,,,,,
R-010020122.0022,SVC CLOUD,CSMSFDCS360,20161030,20250331,,,,,,,
R-010020122.0110,JOBS@EMC,IDS,20161030,20250331,,,,,,,
R-010020122.0110,IDS,IDENTITY PORTAL,20161030,20250331,,,,,,,
R-010020122.0110,MFGACE OUTLO,JOBS EMC,20161030,20250331,,,,,,,
R-010020122.0110,MFGADMWB,ACE OUTLOADER,20161030,20250331,,,,,,,
R-010020122.0110,MFGCLRWPTL,ADMIN WEB SITE,20161030,20250331,,,,,,,
R-010020122.0110,IDENTITYPORT,SYNCPLICITY,20161030,20250331,,,,,,,
R-010020122.0110,ID PORTAL,EOM PORTAL,20150417,20250331,,,,,,,
R-010020122.0110,IAMSYNC,PEOPLESOFT,20161030,20250331,,,,,,,
R-010020122.0110,GAPPLSFT,ORG PUBLISHER,20161030,20250331,,,,,,,
R-010020122.0110,GAORGPUB,MYPROFILE,20161030,20250331,,,,,,,
R-010020122.0110,MFGCYCLCNT,CLARIIWEB PORTAL,20161030,20250331,,,,,,,
R-010020122.0110,MFGGAF,CYCLE COUNT,20161030,20250331,,,,,,,
R-010020122.0110,MFGGEKNBN,GLOBAL ALLOCATOR FRANKLIN,20161030,20250331,,,,,,,
R-010020122.0110,MFGGEMSTN,GLOBAL EKANBAN,20161030,20250331,,,,,,,
R-010020122.0110,MFGHRGBLWB,GEMSTONE,20161030,20250331,,,,,,,
R-010020122.0110,MFGMANCOM,HR GLOBAL WEBSITE,20161030,20250331,,,,,,,
R-010020122.0110,MFGMDOCWB,MANUFACTURING COMMUNICATES,20161030,20250331,,,,,,,
R-010020122.0110,MFGMFG WEB S,MFG DOCUMENTATION WEB SITE,20161030,20250331,,,,,,,
R-010020122.0110,MFGMMIS,MFG WEB SITES EDITOR'S TOOLBENCH,20161030,20250331,,,,,,,
R-010020122.0110,MFGMPEAPE,MMIS,20161030,20250331,,,,,,,
R-010020122.0110,MFGOPSCOMP,MPE APE,20161030,20250331,,,,,,,
R-010020122.0110,GAMYPROF,MARS PURCHASE,20161030,20250331,,,,,,,
R-010020122.0110,GAMRSPRCHS,MARS HR ADMIN,20161030,20250331,,,,,,,
R-010020122.0110,GAMRSHRADM,MARS EMAILER,20161030,20250331,,,,,,,
R-010020122.0110,GAMRSEMLR,MARS,20161030,20250331,,,,,,,
R-010020122.0110,GAMRS,MOVE MANAGEMENT,20161030,20250331,,,,,,,
R-010020122.0110,GAMOVMGMT,MANAGERS TOOLBOX,20161030,20250331,,,,,,,
R-010020122.0110,GAMGRTLBX,JADE ONLINE,20161030,20250331,,,,,,,
R-010020122.0110,GAJADONL,INTERNATIONAL ADDRESS,20161030,20250331,,,,,,,
R-010020122.0110,GAINTADD,IPDC JOBS,20161030,20250331,,,,,,,
R-010020122.0110,GAIDPCJBS,HR LETTER PORTAL,20161030,20250331,,,,,,,
R-010020122.0110,GAHRPORTAL,HR FORMS,20161030,20250331,,,,,,,
R-010020122.0110,GAHRFORM,HR CLOUD APPS NEW APP,20161030,20250331,,,,,,,
R-010020122.0110,GAHRCLDAPS,HR AUTHORIZATION TOOL,20161030,20250331,,,,,,,
R-010020122.0110,GAHRATHTL,GOALS ONLINE,20161030,20250331,,,,,,,
R-010020122.0110,GAGOLONL,FAST START TRACKING,20161030,20250331,,,,,,,
R-010020122.0110,GAFST,FACILITIES WEBSITE,20161030,20250331,,,,,,,
R-010020122.0110,GAFCLTYWB,ESPP INTERNATIONAL,20161030,20250331,,,,,,,
R-010020122.0110,GAESPPINT,EPAS,20161030,20250331,,,,,,,
R-010020122.0110,GAEPAS,EMPLOYEE PROFILE,20161030,20250331,,,,,,,
R-010020122.0110,GAEMPPROF,EMPLOYEE DIRECTORY,20161030,20250331,,,,,,,
R-010020122.0110,GAEMPDIR,EMCLEGAL,20161030,20250331,,,,,,,
R-010020122.0110,MFGOPSPLN,OPS COMPLETIONS SVR APEX,20161030,20250331,,,,,,,
R-010020122.0110,SVC CLOUD,CSMSFDCS360,20161030,20250331,,,,,,,
R-010020122.0110,ST-CUSTOMER,CSMSFDCSRV,20161030,20250331,,,,,,,
R-010020122.0110,SF-SERVICE,CSMSFDCSLS,20161030,20250331,,,,,,,
R-010020122.0110,SF-SALES,SYR,20161030,20250331,,,,,,,
R-010020122.0110,RSSYR,SSC,20161030,20250331,,,,,,,
R-010020122.0110,RSSSC,SOLVE,20161030,20250331,,,,,,,
R-010020122.0110,RSSOLVE,ESRS IP SOLUTION 2 0,20161030,20250331,,,,,,,
R-010020122.0110,RSSERVCON,SAP PLM NEW APP,20150417,20250331,,,,,,,
R-010020122.0110,RSSAC,MULTITERM,20150417,20250331,,,,,,,
R-010020122.0110,RSESRS IPSOL,EMPLOYEE AVAILABILITY SYSTEM,20161030,20250331,,,,,,,
R-010020122.0110,RSESRS IP SO,LTA,20150417,20250331,,,,,,,
R-010020122.0110,RSESRS, GAMS,20150417,20250331,,,,,,,
R-010020122.0110,RSEMPLOYEEAS,EMC REMOTE,20161030,20250331,,,,,,,
R-010020122.0110,RSEMPLOYEE A,G11N DASHBOARD,20150417,20250331,,,,,,,
R-010020122.0110,RSEMC REMOTE,CONNECTEMC,20161030,20250331,,,,,,,
R-010020122.0110,RSCONNECTEMC,CLM,20161030,20250331,,,,,,,
R-010020122.0110,RSCLM,CCA5,20161030,20250331,,,,,,,
R-010020122.0110,RSCCA5,RAMP,20161030,20250331,,,,,,,
R-010020122.0110,RAMP,SPS,20161030,20250331,,,,,,,
R-010020122.0110,PWD PORTAL,ESTORE,20150417,20250331,,,,,,,
R-010020122.0110,PRMSPS,RPQ,20161030,20250331,,,,,,,
R-010020122.0110,PRMRPQ,REQPRO,20161030,20250331,,,,,,,
R-010020122.0110,PRMREQPRO,PROCHAIN ENTERPRISE,20161030,20250331,,,,,,,
R-010020122.0110,PRMPCENTR,OPT,20161030,20250331,,,,,,,
R-010020122.0110,PRMOPT,LIVE CONTENT ARCHITECT,20161030,20250331,,,,,,,
R-010020122.0110,PRMLCA,EMC CALLER,20161030,20250331,,,,,,,
R-010020122.0110,PRMECALR,CENTERA PARTNER DB,20161030,20250331,,,,,,,
R-010020122.0110,PRMDECISN,ESA,20150417,20250331,,,,,,,
R-010020122.0110,PRMCPDB,CLEARQUEST,20161030,20250331,,,,,,,
R-010020122.0110,PRMCLRQST,PMODB,20161030,20250331,,,,,,,
R-010020122.0110,PMO,PROJECT MGMT ADMIN,20161030,20250331,,,,,,,
R-010020122.0110,PMADM,PASSWORD PORTAL,20161030,20250331,,,,,,,
R-010020122.0110,PASSWORDPORT,ORACLE FUSION,20161030,20250331,,,,,,,
R-010020122.0110,ORCFUS,OLS,20161030,20250331,,,,,,,
R-010020122.0110,OLS,EXPORT COMPLIANCE TRADESPHERE,20161030,20250331,,,,,,,
R-010020122.0110,MFGXPTCMPTRD,WEB SURVEY TOOL,20161030,20250331,,,,,,,
R-010020122.0110,MFGWBSRVTL,WEBLOG,20161030,20250331,,,,,,,
R-010020122.0110,MFGWBLOG,STOCK OUT WEB,20161030,20250331,,,,,,,
R-010020122.0110,MFGSTKOTWB,PRINT LABEL FRANKLIN,20161030,20250331,,,,,,,
R-010020122.0110,MFGPTLBLFK,PRINT LABEL CORK,20161030,20250331,,,,,,,
R-010020122.0110,MFGPTLBLCK,PRINT LABEL APEX,20161030,20250331,,,,,,,
R-010020122.0110,MFGPTLBLAP,OPS PLANNING,20161030,20250331,,,,,,,
R-010020122.0110,GAEMCLGL,EINSTEIN,20161030,20250331,,,,,,,
R-010020122.0110,CPIESRVPDPG,ESERVICE CHAT,20161030,20250331,,,,,,,
R-010020122.0110,CPIESRVCHT,ESERVICE ATTACHMENTS,20161030,20250331,,,,,,,
R-010020122.0110,CPIESRVATCH,CAPTIVA SCANNER LIBRARY NEW APP,20161030,20250331,,,,,,,
R-010020122.0110,CPICSLIB,CAPTIVA SCANNER DRIVER WEB,20161030,20250331,,,,,,,
R-010020122.0110,CPICSDRVWB,ESG KNOWLEDGEBASE,20161030,20250331,,,,,,,
R-010020122.0110,CPI2SESGKB,ESGKB ANUBIS DOCBASE,20161030,20250331,,,,,,,
R-010020122.0110,CPI2PWRLNK,ELAB NAVIGATOR,20150417,20250331,,,,,,,
R-010020122.0110,CPI2ESGKBAN,ESERVICES,20161030,20250331,,,,,,,
R-010020122.0110,CPI2ESERVCS,EMC COM,20161030,20250331,,,,,,,
R-010020122.0110,CPI2EMCCOM,WIKI,20161030,20250331,,,,,,,
R-010020122.0110,CKMWIKI,WCMPROD,20161030,20250331,,,,,,,
R-010020122.0110,CKMWCMPROD,WEBTOP,20161030,20250331,,,,,,,
R-010020122.0110,CKMWBTOP,INSIDEEMC,20161030,20250331,,,,,,,
R-010020122.0110,CKMINSIDEEMC,EROOM EST,20161030,20250331,,,,,,,
R-010020122.0110,CKMEROOM,EDGE,20161030,20250331,,,,,,,
R-010020122.0110,CKMEMCONE,CAPTIVA,20150417,20250331,,,,,,,
R-010020122.0110,CKMEDGE,ECN EMC COMMUNITY NETWORK EST,20161030,20250331,,,,,,,
R-010020122.0110,CKMECN,DEPLOY SUPPORT DOCBASE,20161030,20250331,,,,,,,
R-010020122.0110,CKMDSDOCB,DM NOTES,20161030,20250331,,,,,,,
R-010020122.0110,CKMDMNOTS,CM A CENTERSTAGE,20161030,20250331,,,,,,,
R-010020122.0110,CKMCMACS,CHANNEL EMC WEBSITE,20161030,20250331,,,,,,,
R-010020122.0110,CKMCEMCWB,ART,20161030,20250331,,,,,,,
R-010020122.0110,ART,UPD,20161030,20250331,,,,,,,
R-010020122.0110,AMUPD,TRISOFT,20161030,20250331,,,,,,,
R-010020122.0110,AMTRISOFT,TOPIC,20161030,20250331,,,,,,,
R-010020122.0110,AMTOPIC,TMS,20161030,20250331,,,,,,,
R-010020122.0110,AMTMS,SPEED,20161030,20250331,,,,,,,
R-010020122.0110,AMSPEED,SLK,20161030,20250331,,,,,,,
R-010020122.0110,AMSLK,SAP PLM NEW APP,20161030,20250331,,,,,,,
R-010020122.0110,AMSAPPLM,MULTITERM,20161030,20250331,,,,,,,
R-010020122.0110,AMMULTRM,LTA,20161030,20250331,,,,,,,
R-010020122.0110,AMLTA,GAMS,20161030,20250331,,,,,,,
R-010020122.0110,AMGAMS,ESTORE,20161030,20250331,,,,,,,
R-010020122.0110,AMG11ND,ACCOUNT PORTAL,20161030,20250331,,,,,,,
R-010020122.0110,AMESTORE,ESA,20161030,20250331,,,,,,,
R-010020122.0110,AMESA,EOM PORTAL,20161030,20250331,,,,,,,
R-010020122.0110,AMEOMP,ELMS PORTAL,20161030,20250331,,,,,,,
R-010020122.0110,AMELMSP,ELMS 3 X,20161030,20250331,,,,,,,
R-010020122.0110,AMELMS,ELAB NAVIGATOR,20161030,20250331,,,,,,,
R-010020122.0110,AMELABNAV,CAPTIVA,20161030,20250331,,,,,,,
R-010020122.0110,AMCAPTIVA,ACCOUNT PORTAL,20161030,20250331,,,,,,,
R-010020122.0110,ACC PORTAL,SERVICE CLOUD,20161030,20250331,,,,,,,
R-010020122.0110,CPIISSTRCK,ESERVICE PRODUCT PAGE,20161030,20250331,,,,,,,
R-010020122.0110,GAEINSTN,DSOP,20161030,20250331,,,,,,,
R-010020122.0110,GADSOP,CRISIS MANAGEMENT WEBSITE,20161030,20250331,,,,,,,
R-010020122.0110,GACRMGMTWB,CPI,20161030,20250331,,,,,,,
R-010020122.0110,GACRFSTFND,ELMS PORTAL,20150417,20250331,,,,,,,
R-010020122.0110,GACPI,CORK WEBSITE,20161030,20250331,,,,,,,
R-010020122.0110,GACORKWB,CLOCKWISE,20161030,20250331,,,,,,,
R-010020122.0110,GACLKW,CLASSIC ORG CHART,20161030,20250331,,,,,,,
R-010020122.0110,GACLASSIC OR,BRIDGEWAY SUITE ECOUNSEL SECRETARIAT,20161030,20250331,,,,,,,
R-010020122.0110,GACCI,ELMS 3 X,20150417,20250331,,,,,,,
R-010020122.0110,GABRDGSUT,ATS,20161030,20250331,,,,,,,
