WBSELEMENT,TASK,DESCRIPTION,VALID_TO,VALID_FROM,HDR_Material,HDR_VALID_TO,HDR_VALID_FROM,ITM_Material,ITM_VALID_TO,ITM_VALID_FROM,LABOR_TYPE_DESCRIPTION
R-010020122.0011,PRMECALR,CENTERA PARTNER DB,20161030,20250331,,,,,,,
R-010020122.0011,PRMCPDB,CLEARQUEST,20161030,20250331,,,,,,,
R-010020122.0011,PRMCLRQST,PMODB,20161030,20250331,,,,,,,
R-010020122.0011,PMO,PROJECT MGMT ADMIN,20161030,20250331,,,,,,,
R-010020122.0011,PMADM,PASSWORD PORTAL,20161030,20250331,,,,,,,
R-010020122.0011,PASSWORDPORT,ORACLE FUSION,20161030,20250331,,,,,,,
R-010020122.0011,ORCFUS,OLS,20161030,20250331,,,,,,,
R-010020122.0011,OLS,EXPORT COMPLIANCE TRADESPHERE,20161030,20250331,,,,,,,
R-010020122.0011,MFGXPTCMPTRD,WEB SURVEY TOOL,20161030,20250331,,,,,,,
R-010020122.0011,MFGWBSRVTL,WEBLOG,20161030,20250331,,,,,,,
R-010020122.0011,MFGWBLOG,STOCK OUT WEB,20161030,20250331,,,,,,,
R-010020122.0011,MFGSTKOTWB,PRINT LABEL FRANKLIN,20161030,20250331,,,,,,,
R-010020122.0011,MFGPTLBLFK,PRINT LABEL CORK,20161030,20250331,,,,,,,
R-010020122.0011,MFGPTLBLCK,PRINT LABEL APEX,20161030,20250331,,,,,,,
R-010020122.0011,MFGPTLBLAP,OPS PLANNING,20161030,20250331,,,,,,,
R-010020122.0011,MFGOPSPLN,OPS COMPLETIONS SVR APEX,20161030,20250331,,,,,,,
R-010020122.0011,MFGOPSCOMP,MPE APE,20161030,20250331,,,,,,,
R-010020122.0011,MFGMPEAPE,MMIS,20161030,20250331,,,,,,,
R-010020122.0011,MFGMMIS,MFG WEB SITES EDITOR'S TOOLBENCH,20161030,20250331,,,,,,,
R-010020122.0011,MFGMFG WEB S,MFG DOCUMENTATION WEB SITE,20161030,20250331,,,,,,,
R-010020122.0011,CPIESRVCHT,ESERVICE ATTACHMENTS,20161030,20250331,,,,,,,
R-010020122.0011,CPIESRVATCH,CAPTIVA SCANNER LIBRARY NEW APP,20161030,20250331,,,,,,,
R-010020122.0011,CPICSLIB,CAPTIVA SCANNER DRIVER WEB,20161030,20250331,,,,,,,
R-010020122.0011,CPICSDRVWB,ESG KNOWLEDGEBASE,20161030,20250331,,,,,,,
R-010020122.0011,CPI2SESGKB,ESGKB ANUBIS DOCBASE,20161030,20250331,,,,,,,
R-010020122.0011,CPI2ESGKBAN,ESERVICES,20161030,20250331,,,,,,,
R-010020122.0011,CPI2ESERVCS,EMC COM,20161030,20250331,,,,,,,
R-010020122.0011,CPI2EMCCOM,WIKI,20161030,20250331,,,,,,,
R-010020122.0011,CKMWIKI,WCMPROD,20161030,20250331,,,,,,,
R-010020122.0011,CKMWCMPROD,WEBTOP,20161030,20250331,,,,,,,
R-010020122.0011,CKMWBTOP,INSIDEEMC,20161030,20250331,,,,,,,
R-010020122.0011,CKMINSIDEEMC,EROOM EST,20161030,20250331,,,,,,,
R-010020122.0011,CKMEROOM,EDGE,20161030,20250331,,,,,,,
R-010020122.0011,CKMEMCONE,CAPTIVA,20150417,20250331,,,,,,,
R-010020122.0011,CKMEDGE,ECN EMC COMMUNITY NETWORK EST,20161030,20250331,,,,,,,
R-010020122.0011,CKMECN,DEPLOY SUPPORT DOCBASE,20161030,20250331,,,,,,,
R-010020122.0011,CKMDSDOCB,DM NOTES,20161030,20250331,,,,,,,
R-010020122.0011,CKMDMNOTS,CM A CENTERSTAGE,20161030,20250331,,,,,,,
R-010020122.0011,CKMCMACS,CHANNEL EMC WEBSITE,20161030,20250331,,,,,,,
R-010020122.0011,CKMCEMCWB,ART,20161030,20250331,,,,,,,
R-010020122.0011,ART,UPD,20161030,20250331,,,,,,,
R-010020122.0011,AMUPD,TRISOFT,20161030,20250331,,,,,,,
R-010020122.0011,AMTRISOFT,TOPIC,20161030,20250331,,,,,,,
R-010020122.0011,AMTOPIC,TMS,20161030,20250331,,,,,,,
R-010020122.0011,AMTMS,SPEED,20161030,20250331,,,,,,,
R-010020122.0011,AMSPEED,SLK,20161030,20250331,,,,,,,
R-010020122.0011,AMSLK,SAP PLM NEW APP,20161030,20250331,,,,,,,
R-010020122.0011,AMSAPPLM,MULTITERM,20161030,20250331,,,,,,,
R-010020122.0011,AMMULTRM,LTA,20161030,20250331,,,,,,,
R-010020122.0011,AMLTA,GAMS,20161030,20250331,,,,,,,
R-010020122.0011,AMGAMS,ESTORE,20161030,20250331,,,,,,,
R-010020122.0011,AMG11ND,ACCOUNT PORTAL,20161030,20250331,,,,,,,
R-010020122.0011,AMESTORE,ESA,20161030,20250331,,,,,,,
R-010020122.0011,AMESA,EOM PORTAL,20161030,20250331,,,,,,,
R-010020122.0011,AMEOMP,ELMS PORTAL,20161030,20250331,,,,,,,
R-010020122.0011,AMELMSP,ELMS 3 X,20161030,20250331,,,,,,,
R-010020122.0011,AMELMS,ELAB NAVIGATOR,20161030,20250331,,,,,,,
R-010020122.0011,AMELABNAV,CAPTIVA,20161030,20250331,,,,,,,
R-010020122.0011,AMCAPTIVA,ACCOUNT PORTAL,20161030,20250331,,,,,,,
R-010020122.0011,ACC PORTAL,SERVICE CLOUD,20161030,20250331,,,,,,,
R-010020122.0011,GACRMGMTWB,CPI,20161030,20250331,,,,,,,
R-010020122.0011,GACPI,CORK WEBSITE,20161030,20250331,,,,,,,
R-010020122.0011,GACORKWB,CLOCKWISE,20161030,20250331,,,,,,,
R-010020122.0011,GACLKW,CLASSIC ORG CHART,20161030,20250331,,,,,,,
R-010020122.0011,GACLASSIC OR,BRIDGEWAY SUITE ECOUNSEL SECRETARIAT,20161030,20250331,,,,,,,
R-010020122.0011,GABRDGSUT,ATS,20161030,20250331,,,,,,,
R-010020122.0011,GAATS,ARCHIBUS,20161030,20250331,,,,,,,
R-010020122.0011,GAARCHIBUS,ADP JOBS,20161030,20250331,,,,,,,
R-010020122.0011,GAADPJBS,ACR,20161030,20250331,,,,,,,
R-010020122.0011,GAACR,ORACLE 11I APPLICATIONS SALES CREDITS,20161030,20250331,,,,,,,
R-010020122.0011,FMSALESCREDI,ORACLE 11I INCENTIVE COMPENSATION OIC,20161030,20250331,,,,,,,
R-010020122.0011,FMOIC,GET PAID,20161030,20250331,,,,,,,
R-010020122.0011,FMGETPAID,DMS,20161030,20250331,,,,,,,
R-010020122.0011,FMDMS,CMC,20161030,20250331,,,,,,,
R-010020122.0011,FMCMC,ACE,20161030,20250331,,,,,,,
R-010020122.0011,FMACE,ENTERPRISE SEARCH SERVICES,20161030,20250331,,,,,,,
R-010020122.0011,ESS,EMC ME,20161030,20250331,,,,,,,
R-010020122.0011,EMCME,UNISYS B2B MERCATOR INTERFACES,20161030,20250331,,,,,,,
R-010020122.0011,EISUB2BINT,EIS SPRING INTERFACES,20161030,20250331,,,,,,,
R-010020122.0011,EISSPRNGINT,SUPPLYNET WEBMETHODS,20161030,20250331,,,,,,,
R-010020122.0011,CPIESRVPDPG,ESERVICE CHAT,20161030,20250331,,,,,,,
R-010020122.0011,CPIISSTRCK,ESERVICE PRODUCT PAGE,20161030,20250331,,,,,,,
R-010020122.0011,CPILOVADMTL,ISSUE TRACKER,20161030,20250331,,,,,,,
R-010020122.0011,CPINGOE,LOV ADMIN TOOL,20161030,20250331,,,,,,,
R-010020122.0011,CPIPAWS,NGOE MUP,20161030,20250331,,,,,,,
R-010020122.0011,CPIPIT,PAWS,20161030,20250331,,,,,,,
R-010020122.0011,CPIPRIMUS,PIT,20161030,20250331,,,,,,,
R-010020122.0011,CSMABQS,PRIMUS,20161030,20250331,,,,,,,
R-010020122.0011,CSMFALCON,ABQS,20161030,20250331,,,,,,,
R-010020122.0011,CSMGMDBP,FALCON,20161030,20250331,,,,,,,
R-010020122.0011,CSMMRM,GLOBAL MARKETING DATABASE PORTAL,20161030,20250331,,,,,,,
R-010020122.0011,CSMONTRK,MARKETING RESOURCE MANAGEMENT,20161030,20250331,,,,,,,
R-010020122.0011,CSMOSCR,ONTRACK,20161030,20250331,,,,,,,
R-010020122.0011,CSMPWRSTRG,OSCAR,20161030,20250331,,,,,,,
R-010020122.0011,CSMSLSFORC,POWERSTEERING LEAN SIX SIGMA,20161030,20250331,,,,,,,
R-010020122.0011,CSOPR,EMC SALESFORCE COM EST,20161030,20250331,,,,,,,
R-010020122.0011,CSRSO 2.0 (E,OPR APPLICATION,20161030,20250331,,,,,,,
R-010020122.0011,EISMERCINT,RSO 2 0 EST,20161030,20250331,,,,,,,
R-010020122.0011,EISPAINT,MERCATOR INTERFACES,20161030,20250331,,,,,,,
R-010020122.0011,EISSPINT,PARTNER AUTOMATION WEBMETHODS,20161030,20250331,,,,,,,
R-010020122.0012,GAORGPUB,MYPROFILE,20161030,20250331,,,,,,,
R-010020122.0012,GAPPLSFT,ORG PUBLISHER,20161030,20250331,,,,,,,
R-010020122.0012,IAMSYNC,PEOPLESOFT,20161030,20250331,,,,,,,
R-010020122.0012,ID PORTAL,EOM PORTAL,20161030,20250331,,,,,,,
R-010020122.0012,IDENTITYPORT,SYNCPLICITY,20161030,20250331,,,,,,,
R-010020122.0012,IDS,IDENTITY PORTAL,20161030,20250331,,,,,,,
R-010020122.0012,JOBS@EMC,IDS,20161030,20250331,,,,,,,
R-010020122.0012,MFGACE OUTLO,JOBS EMC,20161030,20250331,,,,,,,
R-010020122.0012,MFGADMWB,ACE OUTLOADER,20161030,20250331,,,,,,,
R-010020122.0012,MFGCLRWPTL,ADMIN WEB SITE,20161030,20250331,,,,,,,
R-010020122.0012,MFGCYCLCNT,CLARIIWEB PORTAL,20161030,20250331,,,,,,,
R-010020122.0012,MFGGAF,CYCLE COUNT,20161030,20250331,,,,,,,
R-010020122.0012,MFGGEKNBN,GLOBAL ALLOCATOR FRANKLIN,20161030,20250331,,,,,,,
R-010020122.0012,MFGGEMSTN,GLOBAL EKANBAN,20161030,20250331,,,,,,,
R-010020122.0012,MFGHRGBLWB,GEMSTONE,20161030,20250331,,,,,,,
R-010020122.0012,MFGMANCOM,HR GLOBAL WEBSITE,20161030,20250331,,,,,,,
R-010020122.0012,MFGMDOCWB,MANUFACTURING COMMUNICATES,20161030,20250331,,,,,,,
R-010020122.0012,MFGMFG WEB S,MFG DOCUMENTATION WEB SITE,20161030,20250331,,,,,,,
R-010020122.0012,MFGMMIS,MFG WEB SITES EDITOR'S TOOLBENCH,20161030,20250331,,,,,,,
R-010020122.0012,MFGMPEAPE,MMIS,20161030,20250331,,,,,,,
R-010020122.0012,MFGOPSCOMP,MPE APE,20161030,20250331,,,,,,,
R-010020122.0012,GAMYPROF,MARS PURCHASE,20161030,20250331,,,,,,,
R-010020122.0012,GAMRSPRCHS,MARS HR ADMIN,20161030,20250331,,,,,,,
R-010020122.0012,GAMRSHRADM,MARS EMAILER,20161030,20250331,,,,,,,
R-010020122.0012,GAMRSEMLR,MARS,20161030,20250331,,,,,,,
R-010020122.0012,GAMRS,MOVE MANAGEMENT,20161030,20250331,,,,,,,
R-010020122.0012,GAMOVMGMT,MANAGERS TOOLBOX,20161030,20250331,,,,,,,
R-010020122.0012,GAMGRTLBX,JADE ONLINE,20161030,20250331,,,,,,,
R-010020122.0012,GAJADONL,INTERNATIONAL ADDRESS,20161030,20250331,,,,,,,
R-010020122.0012,GAINTADD,IPDC JOBS,20161030,20250331,,,,,,,
R-010020122.0012,GAIDPCJBS,HR LETTER PORTAL,20161030,20250331,,,,,,,
R-010020122.0012,GAHRPORTAL,HR FORMS,20161030,20250331,,,,,,,
R-010020122.0012,GAHRFORM,HR CLOUD APPS NEW APP,20161030,20250331,,,,,,,
R-010020122.0012,GAHRCLDAPS,HR AUTHORIZATION TOOL,20161030,20250331,,,,,,,
R-010020122.0012,GAHRATHTL,GOALS ONLINE,20161030,20250331,,,,,,,
R-010020122.0012,GAGOLONL,FAST START TRACKING,20161030,20250331,,,,,,,
R-010020122.0012,GAFST,FACILITIES WEBSITE,20161030,20250331,,,,,,,
R-010020122.0012,GAFCLTYWB,ESPP INTERNATIONAL,20161030,20250331,,,,,,,
R-010020122.0012,GAESPPINT,EPAS,20161030,20250331,,,,,,,
R-010020122.0012,GAEPAS,EMPLOYEE PROFILE,20161030,20250331,,,,,,,
R-010020122.0012,GAEMPPROF,EMPLOYEE DIRECTORY,20161030,20250331,,,,,,,
R-010020122.0012,GAEMPDIR,EMCLEGAL,20161030,20250331,,,,,,,
R-010020122.0012,MFGOPSPLN,OPS COMPLETIONS SVR APEX,20161030,20250331,,,,,,,
R-010020122.0012,SVC CLOUD,CSMSFDCS360,20161030,20250331,,,,,,,
R-010020122.0012,ST-CUSTOMER,CSMSFDCSRV,20161030,20250331,,,,,,,
R-010020122.0012,SF-SERVICE,CSMSFDCSLS,20161030,20250331,,,,,,,
R-010020122.0012,SF-SALES,SYR,20161030,20250331,,,,,,,
R-010020122.0012,RSSYR,SSC,20161030,20250331,,,,,,,
R-010020122.0012,RSSSC,SOLVE,20161030,20250331,,,,,,,
R-010020122.0012,RSSOLVE,ESRS IP SOLUTION 2 0,20161030,20250331,,,,,,,
R-010020122.0012,RSSERVCON,SAP PLM NEW APP,20161030,20250331,,,,,,,
R-010020122.0012,RSSAC,MULTITERM,20161030,20250331,,,,,,,
R-010020122.0012,RSESRS IPSOL,EMPLOYEE AVAILABILITY SYSTEM,20161030,20250331,,,,,,,
R-010020122.0012,RSESRS IP SO,LTA,20161030,20250331,,,,,,,
R-010020122.0012,RSESRS, GAMS,20161030,20250331,,,,,,,
R-010020122.0012,RSEMPLOYEEAS,EMC REMOTE,20161030,20250331,,,,,,,
R-010020122.0012,RSEMPLOYEE A,G11N DASHBOARD,20161030,20250331,,,,,,,
R-010020122.0012,RSEMC REMOTE,CONNECTEMC,20161030,20250331,,,,,,,
R-010020122.0012,RSCONNECTEMC,CLM,20161030,20250331,,,,,,,
R-010020122.0012,RSCLM,CCA5,20161030,20250331,,,,,,,
R-010020122.0012,RSCCA5,RAMP,20161030,20250331,,,,,,,
R-010020122.0012,RAMP,SPS,20161030,20250331,,,,,,,
R-010020122.0012,PWD PORTAL,ESTORE,20161030,20250331,,,,,,,
R-010020122.0012,PRMSPS,RPQ,20161030,20250331,,,,,,,
R-010020122.0012,PRMRPQ,REQPRO,20161030,20250331,,,,,,,
R-010020122.0012,PRMREQPRO,PROCHAIN ENTERPRISE,20161030,20250331,,,,,,,
R-010020122.0012,PRMPCENTR,OPT,20161030,20250331,,,,,,,
R-010020122.0012,PRMOPT,LIVE CONTENT ARCHITECT,20161030,20250331,,,,,,,
R-010020122.0012,PRMLCA,EMC CALLER,20161030,20250331,,,,,,,
R-010020122.0012,PRMECALR,CENTERA PARTNER DB,20161030,20250331,,,,,,,
R-010020122.0012,PRMDECISN,ESA,20161030,20250331,,,,,,,
R-010020122.0012,PRMCPDB,CLEARQUEST,20161030,20250331,,,,,,,
R-010020122.0012,PRMCLRQST,PMODB,20161030,20250331,,,,,,,
R-010020122.0012,PMO,PROJECT MGMT ADMIN,20161030,20250331,,,,,,,
R-010020122.0012,PMADM,PASSWORD PORTAL,20161030,20250331,,,,,,,
R-010020122.0012,PASSWORDPORT,ORACLE FUSION,20161030,20250331,,,,,,,
R-010020122.0012,ORCFUS,OLS,20161030,20250331,,,,,,,
R-010020122.0012,OLS,EXPORT COMPLIANCE TRADESPHERE,20161030,20250331,,,,,,,
R-010020122.0012,MFGXPTCMPTRD,WEB SURVEY TOOL,20161030,20250331,,,,,,,
R-010020122.0012,MFGWBSRVTL,WEBLOG,20161030,20250331,,,,,,,
R-010020122.0012,MFGWBLOG,STOCK OUT WEB,20161030,20250331,,,,,,,
R-010020122.0012,MFGSTKOTWB,PRINT LABEL FRANKLIN,20161030,20250331,,,,,,,
R-010020122.0012,MFGPTLBLFK,PRINT LABEL CORK,20161030,20250331,,,,,,,
R-010020122.0012,MFGPTLBLCK,PRINT LABEL APEX,20161030,20250331,,,,,,,
R-010020122.0012,MFGPTLBLAP,OPS PLANNING,20161030,20250331,,,,,,,
R-010020122.0012,GAEMCLGL,EINSTEIN,20161030,20250331,,,,,,,
R-010020122.0012,CPIESRVPDPG,ESERVICE CHAT,20161030,20250331,,,,,,,
R-010020122.0012,CPIESRVCHT,ESERVICE ATTACHMENTS,20161030,20250331,,,,,,,
R-010020122.0012,CPIESRVATCH,CAPTIVA SCANNER LIBRARY NEW APP,20161030,20250331,,,,,,,
R-010020122.0012,CPICSLIB,CAPTIVA SCANNER DRIVER WEB,20161030,20250331,,,,,,,
R-010020122.0012,CPICSDRVWB,ESG KNOWLEDGEBASE,20161030,20250331,,,,,,,
R-010020122.0012,CPI2SESGKB,ESGKB ANUBIS DOCBASE,20161030,20250331,,,,,,,
R-010020122.0012,CPI2PWRLNK,ELAB NAVIGATOR,20161030,20250331,,,,,,,
R-010020122.0012,CPI2ESGKBAN,ESERVICES,20161030,20250331,,,,,,,
R-010020122.0012,CPI2ESERVCS,EMC COM,20161030,20250331,,,,,,,
R-010020122.0012,CPI2EMCCOM,WIKI,20161030,20250331,,,,,,,
R-010020122.0012,CKMWIKI,WCMPROD,20161030,20250331,,,,,,,
R-010020122.0012,CKMWCMPROD,WEBTOP,20161030,20250331,,,,,,,
R-010020122.0012,CKMWBTOP,INSIDEEMC,20161030,20250331,,,,,,,
R-010020122.0012,CKMINSIDEEMC,EROOM EST,20161030,20250331,,,,,,,
R-010020122.0012,CKMEROOM,EDGE,20161030,20250331,,,,,,,
R-010020122.0012,CKMEMCONE,CAPTIVA,20161030,20250331,,,,,,,
R-010020122.0012,CKMEDGE,ECN EMC COMMUNITY NETWORK EST,20161030,20250331,,,,,,,
R-010020122.0012,CKMECN,DEPLOY SUPPORT DOCBASE,20161030,20250331,,,,,,,
R-010020122.0012,CKMDSDOCB,DM NOTES,20161030,20250331,,,,,,,
R-010020122.0012,CKMDMNOTS,CM A CENTERSTAGE,20161030,20250331,,,,,,,
R-010020122.0012,CKMCMACS,CHANNEL EMC WEBSITE,20161030,20250331,,,,,,,
R-010020122.0012,CKMCEMCWB,ART,20161030,20250331,,,,,,,
R-010020122.0012,ART,UPD,20161030,20250331,,,,,,,
R-010020122.0012,AMUPD,TRISOFT,20161030,20250331,,,,,,,
R-010020122.0012,AMTRISOFT,TOPIC,20161030,20250331,,,,,,,
R-010020122.0012,AMTOPIC,TMS,20161030,20250331,,,,,,,
R-010020122.0012,AMTMS,SPEED,20161030,20250331,,,,,,,
R-010020122.0012,AMSPEED,SLK,20161030,20250331,,,,,,,
R-010020122.0012,AMSLK,SAP PLM NEW APP,20161030,20250331,,,,,,,
R-010020122.0012,AMSAPPLM,MULTITERM,20161030,20250331,,,,,,,
R-010020122.0012,AMMULTRM,LTA,20161030,20250331,,,,,,,
R-010020122.0012,AMLTA,GAMS,20161030,20250331,,,,,,,
R-010020122.0012,AMGAMS,ESTORE,20161030,20250331,,,,,,,
R-010020122.0012,AMG11ND,ACCOUNT PORTAL,20161030,20250331,,,,,,,
R-010020122.0012,AMESTORE,ESA,20161030,20250331,,,,,,,
R-010020122.0012,AMESA,EOM PORTAL,20161030,20250331,,,,,,,
R-010020122.0012,AMEOMP,ELMS PORTAL,20161030,20250331,,,,,,,
R-010020122.0012,AMELMSP,ELMS 3 X,20161030,20250331,,,,,,,
R-010020122.0012,AMELMS,ELAB NAVIGATOR,20161030,20250331,,,,,,,
R-010020122.0012,AMELABNAV,CAPTIVA,20161030,20250331,,,,,,,
R-010020122.0012,AMCAPTIVA,ACCOUNT PORTAL,20161030,20250331,,,,,,,
R-010020122.0012,ACC PORTAL,SERVICE CLOUD,20161030,20250331,,,,,,,
R-010020122.0012,CPIISSTRCK,ESERVICE PRODUCT PAGE,20161030,20250331,,,,,,,
R-010020122.0012,GAEINSTN,DSOP,20161030,20250331,,,,,,,
R-010020122.0012,GADSOP,CRISIS MANAGEMENT WEBSITE,20161030,20250331,,,,,,,
R-010020122.0012,GACRMGMTWB,CPI,20161030,20250331,,,,,,,
R-010020122.0012,GACRFSTFND,ELMS PORTAL,20161030,20250331,,,,,,,
R-010020122.0012,GACPI,CORK WEBSITE,20161030,20250331,,,,,,,
R-010020122.0012,GACORKWB,CLOCKWISE,20161030,20250331,,,,,,,
R-010020122.0012,GACLKW,CLASSIC ORG CHART,20161030,20250331,,,,,,,
R-010020122.0012,GACLASSIC OR,BRIDGEWAY SUITE ECOUNSEL SECRETARIAT,20161030,20250331,,,,,,,
R-010020122.0012,GACCI,ELMS 3 X,20161030,20250331,,,,,,,
R-010020122.0012,GABRDGSUT,ATS,20161030,20250331,,,,,,,
R-010020122.0012,GAATS,ARCHIBUS,20161030,20250331,,,,,,,
R-010020122.0012,GAARCHIBUS,ADP JOBS,20161030,20250331,,,,,,,
R-010020122.0012,GAADPJBS,ACR,20161030,20250331,,,,,,,
R-010020122.0012,GAACR,ORACLE 11I APPLICATIONS SALES CREDITS,20161030,20250331,,,,,,,
R-010020122.0012,FMSALESCREDI,ORACLE 11I INCENTIVE COMPENSATION OIC,20161030,20250331,,,,,,,
R-010020122.0012,FMOIC,GET PAID,20161030,20250331,,,,,,,
R-010020122.0012,FMGETPAID,DMS,20161030,20250331,,,,,,,
R-010020122.0012,FMDMS,CMC,20161030,20250331,,,,,,,
R-010020122.0012,FMCMC,ACE,20161030,20250331,,,,,,,
R-010020122.0012,FMACE,ENTERPRISE SEARCH SERVICES,20161030,20250331,,,,,,,
R-010020122.0012,ESS,EMC ME,20161030,20250331,,,,,,,
R-010020122.0012,CPILOVADMTL,ISSUE TRACKER,20161030,20250331,,,,,,,
R-010020122.0012,CPINGOE,LOV ADMIN TOOL,20161030,20250331,,,,,,,
R-010020122.0012,CPIPAWS,NGOE MUP,20161030,20250331,,,,,,,
R-010020122.0012,CPIPIT,PAWS,20161030,20250331,,,,,,,
R-010020122.0012,CPIPRIMUS,PIT,20161030,20250331,,,,,,,
R-010020122.0012,CSMABQS,PRIMUS,20161030,20250331,,,,,,,
R-010020122.0012,CSMFALCON,ABQS,20161030,20250331,,,,,,,
R-010020122.0012,CSMGMDBP,FALCON,20161030,20250331,,,,,,,
R-010020122.0012,CSMMRM,GLOBAL MARKETING DATABASE PORTAL,20161030,20250331,,,,,,,
R-010020122.0012,CSMONTRK,MARKETING RESOURCE MANAGEMENT,20161030,20250331,,,,,,,
R-010020122.0012,CSMOSCR,ONTRACK,20161030,20250331,,,,,,,
R-010020122.0012,EMCME,UNISYS B2B MERCATOR INTERFACES,20161030,20250331,,,,,,,
R-010020122.0012,EISUB2BINT,EIS SPRING INTERFACES,20161030,20250331,,,,,,,
R-010020122.0012,EISSPRNGINT,SUPPLYNET WEBMETHODS,20161030,20250331,,,,,,,
R-010020122.0012,EISSPINT,PARTNER AUTOMATION WEBMETHODS,20161030,20250331,,,,,,,
R-010020122.0012,EISPAINT,MERCATOR INTERFACES,20161030,20250331,,,,,,,
R-010020122.0012,CSMPWRSTRG,OSCAR,20161030,20250331,,,,,,,
R-010020122.0012,CSMSLSFORC,POWERSTEERING LEAN SIX SIGMA,20161030,20250331,,,,,,,
R-010020122.0012,CSOPR,EMC SALESFORCE COM EST,20161030,20250331,,,,,,,
R-010020122.0012,EISMERCINT,RSO 2 0 EST,20161030,20250331,,,,,,,
R-010020122.0012,CSRSO 2.0 (E,OPR APPLICATION,20161030,20250331,,,,,,,
R-010020122.0019,JOBS@EMC,IDS,20161030,20250331,,,,,,,
R-010020122.0019,IDS,IDENTITY PORTAL,20161030,20250331,,,,,,,
R-010020122.0019,MFGACE OUTLO,JOBS EMC,20161030,20250331,,,,,,,
R-010020122.0019,MFGADMWB,ACE OUTLOADER,20161030,20250331,,,,,,,
R-010020122.0019,MFGCLRWPTL,ADMIN WEB SITE,20161030,20250331,,,,,,,
R-010020122.0019,IDENTITYPORT,SYNCPLICITY,20161030,20250331,,,,,,,
R-010020122.0019,ID PORTAL,EOM PORTAL,20161030,20250331,,,,,,,
R-010020122.0019,IAMSYNC,PEOPLESOFT,20161030,20250331,,,,,,,
R-010020122.0019,GAPPLSFT,ORG PUBLISHER,20161030,20250331,,,,,,,
R-010020122.0019,GAORGPUB,MYPROFILE,20161030,20250331,,,,,,,
R-010020122.0019,MFGCYCLCNT,CLARIIWEB PORTAL,20161030,20250331,,,,,,,
R-010020122.0019,MFGGAF,CYCLE COUNT,20161030,20250331,,,,,,,
R-010020122.0019,MFGGEKNBN,GLOBAL ALLOCATOR FRANKLIN,20161030,20250331,,,,,,,
R-010020122.0019,MFGGEMSTN,GLOBAL EKANBAN,20161030,20250331,,,,,,,
R-010020122.0019,MFGHRGBLWB,GEMSTONE,20161030,20250331,,,,,,,
R-010020122.0019,MFGMANCOM,HR GLOBAL WEBSITE,20161030,20250331,,,,,,,
R-010020122.0019,MFGMDOCWB,MANUFACTURING COMMUNICATES,20161030,20250331,,,,,,,
R-010020122.0019,MFGMFG WEB S,MFG DOCUMENTATION WEB SITE,20161030,20250331,,,,,,,
R-010020122.0019,MFGMMIS,MFG WEB SITES EDITOR'S TOOLBENCH,20161030,20250331,,,,,,,
R-010020122.0019,MFGMPEAPE,MMIS,20161030,20250331,,,,,,,
R-010020122.0019,MFGOPSCOMP,MPE APE,20161030,20250331,,,,,,,
R-010020122.0019,GAMYPROF,MARS PURCHASE,20161030,20250331,,,,,,,
R-010020122.0019,GAMRSPRCHS,MARS HR ADMIN,20161030,20250331,,,,,,,
R-010020122.0019,GAMRSHRADM,MARS EMAILER,20161030,20250331,,,,,,,
R-010020122.0019,GAMRSEMLR,MARS,20161030,20250331,,,,,,,
R-010020122.0019,GAMRS,MOVE MANAGEMENT,20161030,20250331,,,,,,,
R-010020122.0019,GAMOVMGMT,MANAGERS TOOLBOX,20161030,20250331,,,,,,,
R-010020122.0019,GAMGRTLBX,JADE ONLINE,20161030,20250331,,,,,,,
R-010020122.0019,GAJADONL,INTERNATIONAL ADDRESS,20161030,20250331,,,,,,,
R-010020122.0019,GAINTADD,IPDC JOBS,20161030,20250331,,,,,,,
R-010020122.0019,GAIDPCJBS,HR LETTER PORTAL,20161030,20250331,,,,,,,
R-010020122.0019,GAHRPORTAL,HR FORMS,20161030,20250331,,,,,,,
R-010020122.0019,GAHRFORM,HR CLOUD APPS NEW APP,20161030,20250331,,,,,,,
R-010020122.0019,GAHRCLDAPS,HR AUTHORIZATION TOOL,20161030,20250331,,,,,,,
R-010020122.0019,GAHRATHTL,GOALS ONLINE,20161030,20250331,,,,,,,
R-010020122.0019,GAGOLONL,FAST START TRACKING,20161030,20250331,,,,,,,
R-010020122.0019,GAFST,FACILITIES WEBSITE,20161030,20250331,,,,,,,
R-010020122.0019,GAFCLTYWB,ESPP INTERNATIONAL,20161030,20250331,,,,,,,
R-010020122.0019,GAESPPINT,EPAS,20161030,20250331,,,,,,,
R-010020122.0019,GAEPAS,EMPLOYEE PROFILE,20161030,20250331,,,,,,,
R-010020122.0019,GAEMPPROF,EMPLOYEE DIRECTORY,20161030,20250331,,,,,,,
R-010020122.0019,GAEMPDIR,EMCLEGAL,20161030,20250331,,,,,,,
R-010020122.0019,MFGOPSPLN,OPS COMPLETIONS SVR APEX,20161030,20250331,,,,,,,
R-010020122.0019,SVC CLOUD,CSMSFDCS360,20161030,20250331,,,,,,,
R-010020122.0019,ST-CUSTOMER,CSMSFDCSRV,20161030,20250331,,,,,,,
R-010020122.0019,SF-SERVICE,CSMSFDCSLS,20161030,20250331,,,,,,,
R-010020122.0019,SF-SALES,SYR,20161030,20250331,,,,,,,
R-010020122.0019,RSSYR,SSC,20161030,20250331,,,,,,,
R-010020122.0019,RSSSC,SOLVE,20161030,20250331,,,,,,,
